Tanggal,Komentar
2023-09-15T06:18:24Z,"Konsep marketplace di Indonesia berdampak buruk pada perekonomian daerah.lihat perilaku marketplace2 besar itu.perputaran uang di suatu daerah akan terganggu karena uang dari masyarakat daerah itu tersedot keluar daerahnya. Pemerintah baiknya lebih protektif terhadap keberlangsungan kegiatan ekonomi daerah...saya menyaksikan sendiri.
Toko toko, pasar pasar di daerah saya semakin terpuruk karena masyarakat cenderung membeli barang online. Perputaran ekonomi terhambat.tidak ada gerak ekonomi, yg ada gerak cepat kurir shopee ke desa desa..."
2023-09-15T06:17:08Z,"Hanya mengingatkan, 
Marketplace2 besar itu cuma kapitalis yg serakah...
Apa yg terjadi ketika toko2 dan pasar2 dan ukm di daerahmu sepi...
Ya mereka tidak akan mampu memberikan lapangan kerja untukmu...
Dan sebentar lagi kamupun gak bisa belanja online lagi...karena susahnya lapangan kerja disekitarmu... Ekonomi macet, kamu  mau ?"
2023-09-15T06:15:59Z,"Ekonomi indonesia kuat kalo perputaran uang juga terkonsep
PRODUSEN>GROSIR BESAR>GROSIR DAERAH>RETAIL >KONSUMEN
kalo itu semua berjalan lancar semua yg terlibat didalamnya akan merasakan dampak ekonomi yg bagus, 
Tidak seperti sekarang dari PRODUSEN DIRECT KE KONSUMEN, itu menyebabkan kurang terlibatnya banyak orang... jd banyak yg nganggur.... ujung2nya ekonomi seret dan terpuruk"
2023-09-15T06:15:00Z,"Jual beli itu kalo lewat marketplace kaya kurang berkah, 
Gak melibatkan orang banyak,
Gak ada pergerakan orang,coba sadarkah anda ketika berbelanja langsung, anda melewati banyak kegiatan ekonomi, padahal tujuan anda cuma ke pasar tapi bisa berkah bagi tukang bakso,tukang parkir,penjual jajan pasar, penjual makanan dan minuman lainnya, Gak asik, gak berkah buat orang banyak..."
2023-09-15T06:00:23Z,"Jangan ya allah ,klo di larang sekalian semua aja sm shopee lazada jangan nanggung"
2023-09-15T05:03:11Z,"Semua e comercer sama aja. 
Mending tiktok sih ga pake iklan masih bisa hidup.

Coba ke yang laen. Mati, kalah budget buat iklan. Kalah harga juga dari distributor, produsen, pabrik.

Pelaku umkm, pabrik, distributor juga online langsung jual ke konsumen dengan murah, reseller ga dikasih napas.

Di tiktok reseler masih ada napas. Dia bikin video, ada keranjang kuning."
2023-09-15T04:03:17Z,Kemunduran...
2023-09-15T03:58:35Z,"Setuju, harus di atur atau bahkan di tolak aja.."
2023-09-15T03:56:22Z,Kalo Mentri nya cuma ngebahas tiktok yg lain nya gmana😅😅😅😅
2023-09-15T03:54:40Z,"Harusnya jangan cuma tiktok,,yg lain nya juga lazada&lainnya.."
2023-09-15T03:45:11Z,"Wajibkan brand2 Luar yang mau berjualan di Indonesia bekerja sama dengan Industri lokal.
Kalau gak mau tinggikan pajaknya supaya orang2 yang gila ""brand"" berkurang.
Orang Indonesia itu lucu,kalau barang import kwalitas jelek harga berapapun dibayar, giliran barang lokal kwalitas sebagus apapun ditawar sampe mati.
Marketplace online juga masih bandel sampai sekarang, masih banyak seller dari luar negeri yang bisa masuk dan dipesan dari Indonesia,gratis ongkir lagi.
Thrifting sudah dilarang,tapi di lapangan masih banyak yang lolos.Oknumnya hukum mati aja tuh sekalian!
Perhatikan juga sekarang sistem jasa titip, barang thailand lah,korea lah,jepang lah.
Perketat lagi di imigrasi tujuan orang keluar Negeri itu mau ngapain,banyak yang masukin barang dari situ kok....."
2023-09-15T03:02:18Z,"Setuju banget lanjutkan,,karna dampaknya banyak pengangguran pasar lokal jadi sepi...para pekerja jdi  bnyk pengangguran.."
2023-09-15T02:53:13Z,"Baguslah , rejeki ada yang ngatur tapi bisa dimonopoli juga dan pengusaha kecil yg modal kecil tak bisa bertahan bahkan untuk makan sehari karna kalah dengan yg modal gede dan punya pabrik sendiri malah ikut jualan"
2023-09-15T02:51:40Z,"Harga bawa rupa, saya yakin pembeli juga berpikir 2x (kalau waras). Masa ia sepatu 24k. Pasti mikir kualitasnya"
2023-09-15T02:41:25Z,"ALHAMDULILLAH, AKIR NYA, SEKALIAN BLOKIT DR INDONESIA. TIDAK BERMAMFAAT UNTUK AHLAK BANGSA INDONESIA TIKTOK ITU. CONTOH2 BURUK DAN JELEK BAGI GENERASI BANGSA."
2023-09-15T02:18:31Z,Indonesia mana berani 😂😂 ada cuan jalan lancar.
2023-09-15T02:16:30Z,Tutup lebih awal lebih baik
2023-09-15T02:08:46Z,"Sangat setuju mereka tidak kena pajak,makanya untung nya 2x lipat dari pasar"
2023-09-15T01:36:18Z,Jadi lucu teten teriak2 tiktok.....menurut saya balik lagi kepejabat bea cukai tertama barang import....
2023-09-15T01:13:36Z,Karena kalau comerce sama sosmed jadi satu jadi rancu dan ribet regulasinya
2023-09-15T00:53:32Z,Barang import paraaahhhhhhh  bgt ni klo dibiarkan merajalela tanpa ada aturan ... mereka tiru produk dri Indonesia yang laris trus mereka buat di china sana jualll dgn harga semurah murahnya di Indonesia!!
2023-09-15T00:46:49Z,"se 7 kasian sama umkm, dan para pedagang yg mencari nafkah dari umkm"
2023-09-15T00:40:40Z,Pak tau gak kenapa hrg di tiktok murah? Karena yg jualan itu memang indonesia tapi bargnya dr china..bukan hasil produksi umkm kita..contoh aja tu pak yg akun medsos ratu bitcoin dya ambil pakaian gamis dr china..harganya dijual dibawah modal grosir dijual ya matilah konveksi kita jadinya pak..itu dr segi fashion aja belum dr segi barg2 lain
2023-09-15T00:17:40Z,"mungkin yg dimaksud skrang pasar2 ofline mulai sepi kaya tanah abang katanya jdi sepi, tpi meskipun tiktok dilarang bakal tetep kayanya skrang udah pada mager beli ini itu gapake muter2 nawar2 skrg mau yg murah sampe yg mahal ada semua di onlineshop, paling bakal balik lagi kalo internet yg di larang hhhee"
2023-09-14T23:51:40Z,"Tiktok & shopee

Beraniii tarohannnn 

Wakanda tdk akan berani

Tiktok & shope itu dr cina

tau Kan posisi cina dengan wakanda
(Tnaga kerja aja sampe diimpor dr cina😅)"
2023-09-14T23:40:17Z,cepat realisasikan
2023-09-14T23:35:41Z,"Se7 banget.
Sekalian aja apk tiktok di hapus se utuhnya."
2023-09-14T23:35:27Z,SHOPEE BISA JADI SELANJUTNYA YA PAK?
2023-09-14T23:22:42Z,Sudah telat pak
2023-09-14T23:11:03Z,Alhamdulillah 🤲
2023-09-14T22:41:55Z,"setuju ....
memang buru2 harus di atur kalau kaga kalah saing lah ama artis2 yg jualan ."
2023-09-14T22:25:09Z,"SDM nya aja yang kurang bersaing, nyalain TikTok.. Indonesia emang bisa bikin aplikasi merakyat kek gtu.. Rejeki seret nyalain tiktok..emang sekarang lagi inflasi cuma klean aja yang ga nyadarrrr... Kenapa shopee,lazada dan e comerce lainnya ga di blokir toh juga barang import .pejabat ga punya otak"
2023-09-14T22:22:35Z,Parfum 100 rupiah mana pak? Ngiggo dia... Kecuali emang buat promo folower
2023-09-14T22:06:03Z,Intinya barang impor kudu d tinggikan pajaknya
2023-09-14T22:04:33Z,Gw setuju sebagai anak muda
2023-09-14T20:05:21Z,Setujuuuuu
2023-09-14T19:31:15Z,China tak mau pakai produk orang lain tp produk mereka merajalela ke masuk ke dalam negeri
2023-09-14T19:14:22Z,Itu pst brg rijek sisa produksi atau g laku
2023-09-14T19:00:34Z,sangkat setuju
2023-09-14T18:28:10Z,Baguslah kalau tik tok dilarang jualan👍
2023-09-14T18:16:16Z,😅😅😅😅😅tik yok
2023-09-14T17:37:47Z,beneran nih serius?  entar mandul lagi kena SOGOK tiongkok....jadi pejabat negara itu kerja yg bener bukan hanya korupsi dan menjarah aja bisanya
2023-09-14T17:37:41Z,alhamdullilah
2023-09-14T17:15:09Z,SYUKURIIIIINNN SY TAK SUKA PASAR ONLINE 😜😜😜
2023-09-14T17:11:35Z,Cakep
2023-09-14T16:40:07Z,Aneh sosmed kalo gak buat jualan buat apa? Narsis? Cari cewek? Gw selaku penjual olshop jelas gak setuju karena ini peluang gak semua orang mampu bikin mall tapi di tiktok di shopee kami bisa menjual barang banyak tampa membuat mall
2023-09-14T16:36:50Z,Gw dulu pengangguran trus ada tiktod shop gw bisa ngasilin 1-2jt di tiktod
2023-09-14T16:17:31Z,alhmdullih klo tidak.dihapus pasr tradisionl bakalan lumpuh
2023-09-14T15:45:33Z,Cemburu sosial 😂😂😂
2023-09-14T15:33:54Z,"Tolong pemerintah pikirkan lagi nasib penjual offline.. kasihan pasar, mall, toko pinggir jalan pada sepi"
2023-09-14T15:25:53Z,Betul 👍👍👍
2023-09-14T15:20:02Z,"Semoga bnr"" tutup"
2023-09-14T14:42:26Z,Pertanyaannya kenapa di Indonesia ga bisa produksi barang murah?
2023-09-14T14:41:37Z,Tiktok shope lazada tutup
2023-09-14T14:39:21Z,Sy sebagai pedagang lokal sangat setuju
2023-09-14T14:37:33Z,"Smoga segera ditutup...klo bisa sekalian tu smua belanja  online jg ditutup
Kasian pedagang offline yg pada tutup..."
2023-09-14T14:37:33Z,Setuju banget
2023-09-14T14:29:20Z,"Terutama para artis "" yang serakah ikut"" an jualan"
2023-09-14T14:28:15Z,Di e-commerce gratis lapak. Modal quota omset jutaan hingga puluhan juta. Jgn hanya tiktok yg di larang. Biar adil larang aja semua itu e-commerce biar hidup kembali pusat2 perbelanjaan sprt dulu.
2023-09-14T14:25:49Z,Alhamdulillah.
2023-09-14T14:08:33Z,Hapus aja tik tok dari indonesia
2023-09-14T13:59:27Z,Kurir jnt : 😭😭😭😭
2023-09-14T13:49:30Z,Sangat setuju
2023-09-14T13:45:18Z,Padahal aq baru sudah merintis di tik tok
2023-09-14T13:42:45Z,Setuujuu
2023-09-14T13:40:19Z,Banyak2in lah keputusan model begini.. biar masyarakat juga melek.. kalo bisa sampe tingkat offline
2023-09-14T13:34:52Z,"Setujuuu,kasian pdgang d mall, toko,pasar jd sepi pengunjung"
2023-09-14T13:31:00Z,Artis artis aja banyak jualan onlen😢😢😢
2023-09-14T13:30:32Z,"Kalau misalnya media sosial dilarang disatukan dengan berjualan, apa kabar facebook dengan market place nya? Atau instagram dengan market place nya?"
2023-09-14T13:29:53Z,Klau di negara mundur macam itu online bagus..
2023-09-14T13:25:20Z,"Banyak mall sepi, umkm bangkrut"
2023-09-14T13:24:48Z,Online shop  merugikan banyak pihak
2023-09-14T13:24:25Z,Sangat setuju 👍
2023-09-14T13:23:14Z,"Alhamdulillah, Allahu Akbar Allahu Akbar Allahu Akbar"
2023-09-14T13:19:29Z,"Banned tiktok.. 
Membunuh UMKM"
2023-09-14T13:16:49Z,Se7
2023-09-14T13:14:23Z,Mantap👍👍👍
2023-09-14T13:01:39Z,"Sudah. Saya dulu. Punyak   gerai toko 3 sekarang tinggal 1 , pegawai 25 orang terpaksa berhenti. Sangking sepinya semenjak ada online, hancur harga pengerajin kalah murah di tiktok dan sebagainya"
2023-09-14T13:01:30Z,"Kali ini sangat mantab , jangankan umkm ...sekelas retail.besar aja tumbang , mal mal jadi sepi retailnya, disitu banyak karyawan yg juga harus makan . Intinya ada solusi terbaik terhadap dampat positif dan negatifnya"
2023-09-14T12:58:36Z,hapus tik tok 😮😮😂😂👍
2023-09-14T12:57:20Z,"Sebelum ada si tiktod, cuma ada shoppe,lazada dkk ga se iweh ini kok, pasar ga rusak, taoi sejak ada ni tiktod langsung hancur tuh pasar mana barang nya muraj ga lazim"
2023-09-14T12:55:08Z,"Ini membuktikan bahwa jaman sekarang persaingan bisnis semakin ketat
Diperlukan kreatifitas jika ingin bertahan agar tidak rugi dan juga bangkrut"
2023-09-14T12:52:06Z,"Pak pernah nga coba urus perizinan di Indonesia ? Coba deh pak baik apapun itu , semua sulit, atau cba dtg ke kantir pns di hari jumat jam 2 siang, apa masih ada org nya?? , tunjangan berlimpah hasil pajak, kerja 4 hari1/2 , coba sebelum minta warga ini itu benahi dulu pemerintahannya yang self oriented."
2023-09-14T12:38:47Z,"Setuju kita harus berdaulat tutup saja tiktok shop,peerintah harus tegas"
2023-09-14T12:24:15Z,Mna mungkin bisa nutup tiktok
2023-09-14T12:22:58Z,Dampak onlen jualan Daleman keliling kampung juga berpengaruh..pelanggan saya beralih kelazada..😓
2023-09-14T12:05:45Z,"Insyaallah semoga terwujud 🙏🏻🙏🏻,.bira pedagang di pasar bangkit lagii"
2023-09-14T11:53:07Z,"Barusan toko sebelah saya tutup, jual tas, spatu, dll. padahal sudah jualan 10 tahunan lebih. Benar2 merusak harga pasar jualan di tiktok"
2023-09-14T11:47:22Z,Intinya jgn lah bermain harga dgn merusak pasar.. kasih lah harga yg wajar biar sma2 enak jualan. Jgn mntang2 bnyak modal trus mnyengsarakn rakyat kecil yg mncari sesuap nasi.
2023-09-14T11:43:08Z,Shope juga kalau ngasih promo jgn lah klewatan.. ksian pdagang2 kecil.
2023-09-14T11:37:31Z,Alhamdulillah.kami sebagai pelaku umkm sangat bersyukur tiktok di larang
2023-09-14T11:18:49Z,"Semua serba onlin dan sekarang semua merasakan,susah nya cari makan"
2023-09-14T10:58:53Z,"SHOOPE ... MILIK CINA  ... 
BERANI GAK INDONESIA TUTUP SHOOPE ... !"
2023-09-14T10:49:39Z,Blokir aja Tik tok
2023-09-14T10:18:57Z,"Sekarang pabrik yang karyawannya ribuan aja ikut jualan online, dari pabrik langsung ke konsumen, tanpa distributor, tanpa suplayer,
Produksi, finising, penjualan ke konsumen dalam 1 tempat, 
Gimana home industri dan umkm bisa bersaing dengan pabrik 😭😭😭"
2023-09-14T09:49:16Z,Setuju
2023-09-14T09:45:44Z,save UMKM.. kalo gak indonesia bisa gak jalan perekonomian nya
2023-09-14T09:42:46Z,"Di tik tok cuma cari sensasi
Cari penonton sudah dapat cuan
Walaupun barang nggak lakupun masih untung"
2023-09-14T09:26:44Z,"Kalau ga segera di regulasi,ga cuma mati UMKM brand besar asli Indonesia pun terancam dan kita bakal cuma jadi negara konsumen barang china. Saat ini pun kita sudah tak seimbang neraca perdagangan dengan china."
2023-09-14T09:26:08Z,Gapapa itu sudah ambisi china menguasai dunia.. agar populasi manusia mata sipit semakin banyak menyaingi populasi manusia belo.... Produk china mendominasi...😁😊
2023-09-14T09:24:25Z,Blokir ajh tiktok bnyak merehsekan bnyak yg hncur rmh tngga gra tiktok 😁😁😁
2023-09-14T09:20:29Z,Soroti berbagai sanksi pelanggaran Panduan Komunitas TikTok yang suka ngawur dan merugikan.
2023-09-14T08:41:02Z,Setuju .
2023-09-14T08:38:30Z,"seperti gak belajar dari industri mainan lokal yg bener2 kolaps sama china.. saya ingat betul, dulu indonesia bisa produksi mainan berkualitas yang mampu dibeli anak2 SD tahun 96 sampai tahun 2000an.. pada akhirnya industri mainan kita kembang kempis melawan harga2 gak ngotak yang sebenarnya sudah disubsidi dari negara terkait.. dan branding masyarakat terhadap mainan lokal-pun jadi jelek berkat fenomena tsb.."
2023-09-14T08:28:34Z,Sekarang yg di larang tiktok kemarin baju bekas
2023-09-14T08:23:00Z,Sangat setuju.. biar pasar hidup lagi..
2023-09-14T08:19:26Z,Setuju aja sih soalnya barang2 gak bayar pajak
2023-09-14T08:16:43Z,Aminn moga moga di tutup
2023-09-14T07:52:03Z,"MAMPUSSS, GAK BERGUNA JUGA NGERUGIIN STARTUP LOKAL"
2023-09-14T07:45:51Z,kurang setuju
2023-09-14T07:40:15Z,Semoga seperti sedia kala
2023-09-14T07:38:36Z,Tutup e-commerce bayak mudarat dari pada manfaat
2023-09-14T07:32:26Z,Setuju banget sih soalnya perusak pasar umkm juga gimana umkm lokal mau maju kalo begini
2023-09-14T07:31:37Z,Kalau saya amati masalahnya bukan aplikasi tetapi harga dapat dijual murah  dilarang juga percuma kalau opini saya semua jualan online dikenakan PPh 100% dari harga jual itu mungkin dapat solusi sehingga dapat menjaga harga pasar offline terjaga.
2023-09-14T07:31:06Z,"Menurut saya langkah yg kurang bijak utk memblokir medsos namun kurang bijak juga menutup hubungan dagang dengan negara lain , sebenarnya yg harus di benahi adalah mental orang indonesia utk selalu memakain produk dalam negri dan para UMKM indonesia juga jgn menjual barang terlalu mahal."
2023-09-14T07:24:04Z,"Kalau bisa blokir aja, kita bisa hidup tanpa tiktok. Inget ini yg menyebabkan produk lokal kalah dan pengusaha kecil gulung tikar, karena yg mereka jual produk impor dari China , China itu licik"
2023-09-14T07:12:16Z,"Saya pribadi sering brblnja d shopee...kdg perlengkpn sehari²..smpe baju dkk...knp...krn selain hrga murah... byk mcm brg..dan mudah g ribet tinggal nunggu paket dtg... positifnya sya lebih hemat pengeluaran..hemat waktu dan tenaga...
Tapiii.... krn kebiasaan sya ini... mgkn byk jg yg sprti sya.. pedagang² lain jd sepi pembeli..smntra sya jg pedagang makanan... jd sepi pembeli krn mereka tetangga yg berjualan selain mkanan tdk ada pemasukan..jd negatifnya roda perekonomian sekitar sy mandeg krn kami tdk bs saling memutar uang kami dsatu tempat ... sya malah beli k org yg jauh..pedagang besar yg bermodal besar... dmpaknya usaha kecil di sekitar sya jd smkin terjepit...
Itulah fenomena yg sdg trjdi skrg..

Yg kaya makin kaya... yg miskin makin miskin.. uang hny berputar kpd pemilik modal besar..sdgkn yg pedagang eceran yg tdk mmpu bersaing smkin terjepit.. 

Semoga pemerintah segera memberi solusi dgn mengeleluarkan kebijakan² yg terbaik..shingga baik pedagang besar..smpe eceran msih bs mendptkan uang utk brthan hidup..."
2023-09-14T07:05:30Z,Mudah2an segera
2023-09-14T07:03:56Z,Setuju
2023-09-14T07:03:16Z,"seharusnya dibuat juga undang2, pabrik2 dilarang berjualan langsg kpd konsumen,,  percuma klw tik tok shop dilarang tp pabrik jualan langsg kpd konsumen,, sama dgn boong,, umkm bakal hancur juga"
2023-09-14T07:01:23Z,"Smoga bnear ada tindakan tegas, Khawatir klo tiktok bisa lobby pemerintah bakal beda cerita."
2023-09-14T06:58:45Z,"Alhamdulillah yaa Allah,
Allah maha adil"
2023-09-14T06:58:06Z,"Lalu kenapa Shopee tidak di larang? Tokopedia, FB dll"
2023-09-14T06:57:15Z,"Kami sangat sangat setuju
Kalau aplikasi tiktok di blokir"
2023-09-14T06:52:28Z,"sekalian tiktoknya jg blokir,"
2023-09-14T06:52:15Z,"Bukti di konoha... Suka kerja keras...
Tidak suka kerja CERDAS😂
ada yg mudah cari yg sulit 😂"
2023-09-14T06:47:11Z,Bagus di larang karena kami juga kena imbasnya
2023-09-14T06:46:41Z,"sekalian di blokir aja, tt gada faedah nya"
2023-09-14T06:42:49Z,"Lebih baik Pemerintah sesegera mungkin membuat aplikasi alternatif social commerce yang bisa memajukan umkm gitu...

Jangan cuma wacana mau blokir tiktok saja kalau belum ada solusi menggantikan app social - commerce nya"
2023-09-14T06:42:21Z,"setuju ,,,biar pasar tradisional rame lagi contohnya pasar Tanah abang mangga dua dll"
2023-09-14T06:38:49Z,Klw ritel pada tutup . Imbasny bnyk bgt
2023-09-14T06:38:31Z,"Korea juga ga bisa, jangan kan barang cina, barang eropa aja besar pajaknya kalau mau masuk"
2023-09-14T06:35:13Z,"Jng kelamaan pak .
Tutup permanen.."
2023-09-14T06:33:10Z,dinamika teknologi akan terus berkembang begitupun cara berjualan yang tadinya konvesional ke arah modern keniscayaan teknologi tidak bisa kita hindari harusnya para pelaku umkm belajar cara menggunakan platform ini untuk meningkatkan omzet penjualan bukanya malah memblokir platform ini
2023-09-14T06:27:16Z,Pemerintah  jga yg rugi sebetulnya...jngn cuma wacana2 dari dulu wacana dan wacana. Pemerintah harus cepat dan cerdas.
2023-09-14T06:24:11Z,Bisa miskin masal cm beberapa org yg bisa live yg beduit😅
2023-09-14T06:22:07Z,Klo mampu silakan aja
2023-09-14T06:21:29Z,Masyarakatnya bos beda as dan 8ndo
2023-09-14T06:13:41Z,Teten... pahlawan ❤
2023-09-14T06:07:17Z,Gimna dg fb
2023-09-14T06:01:34Z,"Setuju banget
 jngn tiktok aja tp klu bisa yg jualan online Juka harus kena pajak online jng kita yg offline aja yg byr pajak"
2023-09-14T05:54:24Z,Gercep segera hapus tiktok dan shoppe kasian banyak toko2 terbesar se asia seperti di tanah abang dan pasar andir Bandung dan lainya banyak yg tutup gara - gara online tiktok dan shoppe
2023-09-14T05:54:17Z,Membunuh pedagang kecil secara perlahan
2023-09-14T05:53:35Z,"Monopoli adalah perbuatan dosa dan jahat, wajib seluruh manusia di permukaan bumi menghindari perbuatan tersebut"
2023-09-14T05:52:33Z,Setuju....
